tweet_id, tweet_time, tweet_author, tweet_author_id, tweet_language, tweet_lon, tweet_lat, tweet_text, tweet_url,label
'476570656235323392',Wed Jun 11 03:44:33 +0000 2014,AriSchvartzbard,46857215,it,NA,NA,"Miami, nunca una avalancha (?)",https://twitter.com/AriSchvartzbard/status/476570656235323392,Not physical landslide
'476570754348494848',Wed Jun 11 03:44:56 +0000 2014,An_li08,1414665433,es,NA,NA,#NotiTROPA Nuevas plagas podrÌ_an generarse tras avalancha turÌ_stica a Brasil http://t.co/BR42czWBbN,https://twitter.com/An_li08/status/476570754348494848,Not physical landslide
'476570809121513472',Wed Jun 11 03:45:09 +0000 2014,Rickmorgo19,2542698438,en,NA,NA,"@nickcave ,,yeah the swiss radio guy in Zurich '85 asks 14 times 'what fascinates you Nick, what fascinates you about Avalanche' &amp; Elvis',,",https://twitter.com/Rickmorgo19/status/476570809121513472,Not physical landslide
'476570819590500352',Wed Jun 11 03:45:12 +0000 2014,jessstn84,717983353,en,NA,NA,"‰ª´ ""Landslide"" by Dixie Chicks on @SlackerRadio ‰ªÇ http://t.co/2dd6X8etnk",https://twitter.com/jessstn84/status/476570819590500352,Not physical landslide
'476571272294703105',Wed Jun 11 03:47:00 +0000 2014,FUNatFUN,2305941642,en,NA,NA,New post (Landslide - Fleetwood Mac) has been published on Freedom Underground News http://t.co/kjJsfzEdan,https://twitter.com/FUNatFUN/status/476571272294703105,Not physical landslide
'476571273321930754',Wed Jun 11 03:47:00 +0000 2014,FUNatFUN,2305941642,en,NA,NA,Landslide - Fleetwood Mac - http://t.co/0VueFM9kTE http://t.co/3qW6UvIoll,https://twitter.com/FUNatFUN/status/476571273321930754,Not physical landslide
'476571644899897344',Wed Jun 11 03:48:29 +0000 2014,kush_ANDwisdom,398387448,en,-75.02554466,40.06262531,"@devindeontre_ you already snow , avalanche flow ‰ùã•üè",https://twitter.com/kush_ANDwisdom/status/476571644899897344,Not physical landslide
'476571734909677568',Wed Jun 11 03:48:50 +0000 2014,CANEtony,220570612,en,NA,NA,HATE avalanche is coming. MIDDLE FINGERS UP,https://twitter.com/CANEtony/status/476571734909677568,Not physical landslide
'476571743587672064',Wed Jun 11 03:48:52 +0000 2014,Braden_Arthur,273142432,en,NA,NA,Can't ever fall asleep in my big comfortable bed but I guarantee I could take a nap on a rock.,https://twitter.com/Braden_Arthur/status/476571743587672064,Not physical landslide
'476571783328714752',Wed Jun 11 03:49:02 +0000 2014,Matildadx86,232256682,en,NA,NA,Twitter is a collective wisdom place. Something fun and intriguing gets propagated in an avalanche-like manner!,https://twitter.com/Matildadx86/status/476571783328714752,Not physical landslide
'476571897443143680',Wed Jun 11 03:49:29 +0000 2014,benjam_n01,102231313,en,NA,NA,Too drunk to understand. RT @CANEtony: HATE avalanche is coming. MIDDLE FINGERS UP,https://twitter.com/benjam_n01/status/476571897443143680,Not physical landslide
'476572032000196610',Wed Jun 11 03:50:01 +0000 2014,ionicSABstance,199625063,en,NA,NA,"if Miley Cyrus vs. Selena Gomez is happening, Miley is gonna win by a landslide lol. Selena doesn't have a chance",https://twitter.com/ionicSABstance/status/476572032000196610,Not physical landslide
'476572080037961728',Wed Jun 11 03:50:12 +0000 2014,jeffhowell07,2165509928,en,NA,NA,@ChristieC733 @PatVPeters Cantor defeated in a landslide!!  Once again God shows us the 2nd coming may not be as close as we think!!!,https://twitter.com/jeffhowell07/status/476572080037961728,Not physical landslide
'476572419495170048',Wed Jun 11 03:51:33 +0000 2014,Mr318LilA,254145223,en,NA,NA,"So I missed the game, only to find out it was damn near a landslide all game #TeamHeat #HeatNation #Wade3 #LBJ6 #CB1",https://twitter.com/Mr318LilA/status/476572419495170048,Not physical landslide
'476572601117331456',Wed Jun 11 03:52:17 +0000 2014,Lilrah215,135601175,en,NA,NA,Spurs took that w by landslide,https://twitter.com/Lilrah215/status/476572601117331456,Not physical landslide
'476572634352582657',Wed Jun 11 03:52:24 +0000 2014,pokemonandpot,38326575,en,NA,NA,why are they still talking about the heat instead of the Spurs? the Spurs won by a landslide. this is ridiculous.,https://twitter.com/pokemonandpot/status/476572634352582657,Not physical landslide
'476572802137739264',Wed Jun 11 03:53:04 +0000 2014,BalitaNgayon,1012121880,en,NA,NA,Pampanga most flood-prone; Benguet most landslide-vulnerable http://t.co/maAXz0oFhJ via GMA News,https://twitter.com/BalitaNgayon/status/476572802137739264,Physical landslide
'476572831103188992',Wed Jun 11 03:53:11 +0000 2014,Exoticdrug,360707697,en,NA,NA,Avalanche Stunts . http://t.co/OJygR7nDbV . #flash games #new games #online games,https://twitter.com/Exoticdrug/status/476572831103188992,Not physical landslide
'476572849768247296',Wed Jun 11 03:53:16 +0000 2014,ReCeSSioNPro0F,76943384,en,NA,NA,"""**Dropshipping software is able to convert traffic into an avalanche of Sales On eBay•À_**http://t.co/Ozkqz9N95t""",https://twitter.com/ReCeSSioNPro0F/status/476572849768247296,Not physical landslide
'476572897126150144',Wed Jun 11 03:53:27 +0000 2014,wnmcradio,259312208,en,NA,NA,"Now Playing, Sprague Brothers ‰ÛÓ Battle of the Bands from Let the Chicks Fall Where They May #music #Rock",https://twitter.com/wnmcradio/status/476572897126150144,Not physical landslide
'476573002121764864',Wed Jun 11 03:53:52 +0000 2014,ThisIsWee,1735296350,en,NA,NA,I need One Ok Rock's new song now T_T  Mighty Long Fall   July T_T,https://twitter.com/ThisIsWee/status/476573002121764864,Not physical landslide
'476573085315788802',Wed Jun 11 03:54:12 +0000 2014,KatFasho,346920225,en,-85.67139896,42.31151293,"Your fact, you'll trigger a landslide that'll kill of this common sense of mine",https://twitter.com/KatFasho/status/476573085315788802,Not physical landslide
'476573122162724864',Wed Jun 11 03:54:21 +0000 2014,PortBreak,128996292,en,NA,NA,"‰ª_ #HarkinHQ Before Happy Birthday Tuesday leaves North America here's @keithharkin with ""Landslide"" : http://t.co/jV0UV0dflk via @YouTube",https://twitter.com/PortBreak/status/476573122162724864,Not physical landslide
'476573202525593601',Wed Jun 11 03:54:40 +0000 2014,Canela_Pasiion,496280865,en,NA,NA,Fall Out Boy - Save Rock And Roll (Part 11 of 11) ft. Elton John (+lista...: http://t.co/tVeZ3xKSKq vÌ_a @YouTube,https://twitter.com/Canela_Pasiion/status/476573202525593601,Not physical landslide
'476573241306132480',Wed Jun 11 03:54:49 +0000 2014,manderslara,117812637,en,NA,NA,The results of this student's science project survey are in. JLo loses to MKTO by a landslide. http://t.co/FRQDqxKSqe,https://twitter.com/manderslara/status/476573241306132480,Not physical landslide
'476573411821371393',Wed Jun 11 03:55:30 +0000 2014,MicaaMacedonio,615452965,es,NA,NA,Fall Out Boy - Save Rock And Roll LIVE HD Buenos Aires Argentina 23/05/14: http://t.co/G73E5Atva9 vÌ_a @YouTube,https://twitter.com/MicaaMacedonio/status/476573411821371393,Not physical landslide
'476573591044382720',Wed Jun 11 03:56:13 +0000 2014,obamadailywire,588853221,en,NA,NA,Pres Obama won twice by a landslide so tell me again which agenda America wants #EricCantor,https://twitter.com/obamadailywire/status/476573591044382720,Not physical landslide
'476664292230828033',Wed Jun 11 09:56:37 +0000 2014,Paoloromano82,1213449168,it,NA,NA,@ilmessaggeroit Ma no! Casomai avranno potuto rubare decine di #bottiglie di #vino #pregiate e una valanga di #tarallini :)),https://twitter.com/Paoloromano82/status/476664292230828033,Not physical landslide
'476664571143680000',Wed Jun 11 09:57:44 +0000 2014,djlilz_,252664171,en,-0.4254657,51.9237006,Listen to my bro @dan_wrighty's new track here! http://t.co/pLdRYLGybW #edm #edmfamily #house #electrohouse #electro #dance #music #producer,https://twitter.com/djlilz_/status/476664571143680000,Not physical landslide
'476665188549410816',Wed Jun 11 10:00:11 +0000 2014,Diamond_Events_,295631242,en,NA,NA,"Round high cylinder vase,with 80 Avalanche white roses! http://t.co/I8csKpxmOh  http://t.co/u2kY5ddwZ3 #WeddingCoordinator #paperwork",https://twitter.com/Diamond_Events_/status/476665188549410816,Not physical landslide
'476665195885264896',Wed Jun 11 10:00:13 +0000 2014,charliewalms,25708244,en,NA,NA,"Save Rock and Roll is the best album for this weather, I fall in love with these songs more each time I listen to them",https://twitter.com/charliewalms/status/476665195885264896,Not physical landslide
'476665437665890304',Wed Jun 11 10:01:11 +0000 2014,InmoGallardo,154186841,es,NA,NA,åÁAquÌ_ no hay plalla!  Una de las carpas instaladas por el Ayuntamiento en su litoral genera una avalancha de bromas. http://t.co/i4ygL5Flqw,https://twitter.com/InmoGallardo/status/476665437665890304,Not physical landslide
'476665659389382657',Wed Jun 11 10:02:03 +0000 2014,rosecollazo19,2244681326,en,NA,NA,People wanna rock wit you when you flying but as soon as you fall they be the ones kicking you in the dirt,https://twitter.com/rosecollazo19/status/476665659389382657,Not physical landslide
'476665852935544832',Wed Jun 11 10:02:50 +0000 2014,mediamarketingo,1514562360,it,NA,NA,"Latina, ladri amanti del buon vino: rubate decine di bottiglie pregiate e una valanga di monetine  http://t.co/VpnqU4neht",https://twitter.com/mediamarketingo/status/476665852935544832,Not physical landslide
'476665860325531650',Wed Jun 11 10:02:51 +0000 2014,Tokyo_Tom,17184930,en,NA,NA,"Helpful insights on the earthquake that is @DaveBratVA7th's victory over Cantor,from @varight:http://t.co/uIMcy4Skxe @larrynordvig #tcot #p2",https://twitter.com/Tokyo_Tom/status/476665860325531650,Not physical landslide
'476665896858300416',Wed Jun 11 10:03:00 +0000 2014,baldelliIlaria,1074928524,it,9.82672064,45.55708167,Sono arrivata alla conclusione che sono una frana con i sentimenti. Brava Ilaria. Continua cosÌÂ che rimani sola con 23 gatti,https://twitter.com/baldelliIlaria/status/476665896858300416,Not physical landslide
'476666260734738432',Wed Jun 11 10:04:27 +0000 2014,tsukishimakeii,261311349,en,NA,NA,@DenpaKing @m_zenzen Winning by a landslide bitches ain't got nothin,https://twitter.com/tsukishimakeii/status/476666260734738432,Not physical landslide
'476666365802057729',Wed Jun 11 10:04:52 +0000 2014,zero88traffic,1358537934,en,NA,NA,Turn Words Into Traffic.: Simple Traffic Machine Creates Instant Avalanche Of Free Traffic To Your Website Or... http://t.co/nXBJLvC7Hq,https://twitter.com/zero88traffic/status/476666365802057729,Not physical landslide
'476666368654594048',Wed Jun 11 10:04:52 +0000 2014,Djentlewoman,183733980,en,NA,NA,Fleetwood Mac // Landslide,https://twitter.com/Djentlewoman/status/476666368654594048,Not physical landslide
'476666932418998272',Wed Jun 11 10:07:07 +0000 2014,DevsForGoodp,2431719163,en,NA,NA,Everest avalanche search abandoned,https://twitter.com/DevsForGoodp/status/476666932418998272,Physical landslide
'476667233976852480',Wed Jun 11 10:08:19 +0000 2014,HarvardOkoro,2291609166,en,NA,NA,iam begining to fall in love wit rock gospel songs,https://twitter.com/HarvardOkoro/status/476667233976852480,Not physical landslide
'476667362847248384',Wed Jun 11 10:08:50 +0000 2014,HillbillyTimes,919927818,en,NA,NA,Putschist turned president Sisi hails 'historic turning point' in Egypt -  A landslide for Egypt's Sisi in... http://t.co/0Q1z6uHyD3  #egypt,https://twitter.com/HillbillyTimes/status/476667362847248384,Not physical landslide
'476667443461771264',Wed Jun 11 10:09:09 +0000 2014,OurAvalanche,2533033201,en,NA,NA,"@JRATaylorEvans 1Tweet4 @OurAvalanche Fans, Follow #Avs Player Tweets, UTubeV, Stats, Pics &amp; MORE! Visit http://t.co/Tpzq9qsrvD RT!",https://twitter.com/OurAvalanche/status/476667443461771264,Not physical landslide
'476667650467463168',Wed Jun 11 10:09:58 +0000 2014,AvalancheTwitch,1350453762,en,NA,NA,"Searching the word ""Avalanche"" on twitter and replying to random people that have tweeted it",https://twitter.com/AvalancheTwitch/status/476667650467463168,Not physical landslide
'476667866561798144',Wed Jun 11 10:10:50 +0000 2014,TwitchIffie,1421840215,en,NA,NA,i hate that avalanche kid,https://twitter.com/TwitchIffie/status/476667866561798144,Not physical landslide
'476667968315990016',Wed Jun 11 10:11:14 +0000 2014,CocoaNatives,2447615690,en,NA,NA,Death toll remained at 14 but scores of people remained missing after Saturday landslide,https://twitter.com/CocoaNatives/status/476667968315990016,Physical landslide
'476668094870351872',Wed Jun 11 10:11:44 +0000 2014,feedcatdemon,179782943,en,NA,NA,"Egypt‰Ûªs new pharaoh: Abdul Fattah al-Sisi, the former head of Egypt‰Ûªs Army, won a landslide victory in preside... http://t.co/ipr7ocSpkb",https://twitter.com/feedcatdemon/status/476668094870351872,Not physical landslide
'476668272146784256',Wed Jun 11 10:12:26 +0000 2014,TwitchIffie,1421840215,en,NA,NA,why is that avalanche kid faving my tweets,https://twitter.com/TwitchIffie/status/476668272146784256,Not physical landslide
'476668298256728064',Wed Jun 11 10:12:33 +0000 2014,AvalancheTwitch,1350453762,en,NA,NA,"@ExtraSoggy I love Avalanche City, they're great",https://twitter.com/AvalancheTwitch/status/476668298256728064,Not physical landslide
'476668445845880832',Wed Jun 11 10:13:08 +0000 2014,PublicFeedz,1710080521,en,NA,NA,Fleetwood Mac's 'Landslide' live in '75. Gives me chills. http://t.co/JOGafC8wGM http://t.co/ue8vFChFQs,https://twitter.com/PublicFeedz/status/476668445845880832,Not physical landslide
'476668524866576384',Wed Jun 11 10:13:27 +0000 2014,Billy_LDN,1297554986,en,NA,NA,I fucked avalanche's bich,https://twitter.com/Billy_LDN/status/476668524866576384,Not physical landslide
'476668605237837824',Wed Jun 11 10:13:46 +0000 2014,NiniMarieeee,377614172,en,NA,NA,"I hit rock bottom, we all do but I'll be damned if I don't pick my ass up after that fall",https://twitter.com/NiniMarieeee/status/476668605237837824,Not physical landslide
'476668671943643136',Wed Jun 11 10:14:02 +0000 2014,ExtraSoggy,1492041902,en,NA,NA,THE ONE TIME AVALANCHE RESPONDS TO ME IS BECAUSE HE'S BEING SLIGHTLY CONCEDED OKAY,https://twitter.com/ExtraSoggy/status/476668671943643136,Not physical landslide
'476668675575934976',Wed Jun 11 10:14:02 +0000 2014,Rumpleforeskiin,1127082505,en,NA,NA,avalanche is a shitfuck,https://twitter.com/Rumpleforeskiin/status/476668675575934976,Not physical landslide
'476668677329154048',Wed Jun 11 10:14:03 +0000 2014,GeeOhPees2,1112020050,en,NA,NA,"@Rocketmissile Chances are high, she's going to landslide if she runs against GOP. She's the unstoppable force if she runs",https://twitter.com/GeeOhPees2/status/476668677329154048,Not physical landslide
'476668903331217408',Wed Jun 11 10:14:57 +0000 2014,IngridPersaud,1089710767,en,NA,NA,To all my friends and family who are going through some issues right now--Let's start an intentional avalanche.... http://t.co/FdX5h38Y1f,https://twitter.com/IngridPersaud/status/476668903331217408,Not physical landslide
'476669064727633920',Wed Jun 11 10:15:35 +0000 2014,TwitchIffie,1421840215,en,NA,NA,i enjoy watching the avalanche hockey team score touch downs,https://twitter.com/TwitchIffie/status/476669064727633920,Not physical landslide
'476669130184347648',Wed Jun 11 10:15:51 +0000 2014,mostmoney1hero,85703844,en,NA,NA,That moment when an avalanche of retweets happens on your timeline,https://twitter.com/mostmoney1hero/status/476669130184347648,Not physical landslide
'476669401651892224',Wed Jun 11 10:16:56 +0000 2014,TwitchIffie,1421840215,en,NA,NA,@AVASHIBUYA @AvalancheTwitch AVALANCHE Yokohama West exit of new shop opened in 6 / 7! All visitors to present original towels!,https://twitter.com/TwitchIffie/status/476669401651892224,Not physical landslide
'476669659425820672',Wed Jun 11 10:17:57 +0000 2014,eltigrerafael,66200269,es,NA,NA,Las cataratas de IguazÌ_ cierran por una histÌ_rica avalancha de agua http://t.co/0XyfS4frQf,https://twitter.com/eltigrerafael/status/476669659425820672,Physical landslide
'476670024220807169',Wed Jun 11 10:19:24 +0000 2014,CAvalancheNews,2253750672,en,NA,NA,Why the Colorado Avalanche lost Game 7 vs. the Wild: Hockey Talk Podcast http://t.co/AeoJL2QszO,https://twitter.com/CAvalancheNews/status/476670024220807169,Not physical landslide
'476670239417970688',Wed Jun 11 10:20:15 +0000 2014,mybyclementine,28219256,en,NA,NA,and now an unexpected avalanche of prep. so bed now and up at 4 or slog now and sleep ... godknowswhen?,https://twitter.com/mybyclementine/status/476670239417970688,Not physical landslide
'476670378429804544',Wed Jun 11 10:20:48 +0000 2014,OklahomaSentine,1027358748,en,NA,NA,"Giguere wins 6th straight as Avs beat Wild -  Instead, the Avalanche dug in and held on for a road win against... http://t.co/J6T5hBNNdK",https://twitter.com/OklahomaSentine/status/476670378429804544,Not physical landslide
'476670549259997184',Wed Jun 11 10:21:29 +0000 2014,OpTic_Kela,1198937227,en,NA,NA,Avalanche can have my babies,https://twitter.com/OpTic_Kela/status/476670549259997184,Not physical landslide
'476670867275919360',Wed Jun 11 10:22:45 +0000 2014,Renajohn3,2493369205,fr,NA,NA,#192 #automotive #10: Sportz #99949 2 Person Avalanche Truck Tent - 5.6 ft. http://t.co/n9ovmkE1vL #Cars #auto_repair,https://twitter.com/Renajohn3/status/476670867275919360,Not physical landslide
'476671108335144960',Wed Jun 11 10:23:43 +0000 2014,susanwillseq03,258344672,es,NA,NA,"Me perdÌ_ este trip.: -( ""Las cataratas de IguazÌ_ cierran por una histÌ_rica avalancha de agua via @abc_es http://t.co/nedCMtCC1s""",https://twitter.com/susanwillseq03/status/476671108335144960,Physical landslide
'476672342090076160',Wed Jun 11 10:28:37 +0000 2014,funk_coffee,166407001,it,NA,NA,‰ÛÏA giugno nuova valanga di tasse‰Ûù ‰ÛÏSiete pronti per essere travolti da una nuova valanga di tasse?,https://twitter.com/funk_coffee/status/476672342090076160,Not physical landslide
'476672750728523776',Wed Jun 11 10:30:14 +0000 2014,GetawayMagazine,70912112,en,NA,NA,Amazingly inspiring travel video: from an avalanche to the cover of @NatGeo http://t.co/WL2cBL4MB2,https://twitter.com/GetawayMagazine/status/476672750728523776,Physical landslide
'476673804354453504',Wed Jun 11 10:34:25 +0000 2014,Khxtun,182435966,en,NA,NA,"You are the avalanche,  One world away",https://twitter.com/Khxtun/status/476673804354453504,Not physical landslide
'476999913784762370',Thu Jun 12 08:10:16 +0000 2014,Diamond_Events_,295631242,en,NA,NA,"Round high cylinder vase,with 80 Avalanche white roses! http://t.co/LO5aPCpVZ6  http://t.co/BlgVt1ILYX #TableSetting #Centerpiece",https://twitter.com/Diamond_Events_/status/476999913784762370,Not physical landslide
'477001365458149377',Thu Jun 12 08:16:02 +0000 2014,OklahomaSentine,1027358748,en,NA,NA,"Roy introduced as coach of Avalanche -  Four years ago, the team asked him to come on board as coach. The Hall of... http://t.co/4x9KLqkXD6",https://twitter.com/OklahomaSentine/status/477001365458149377,Not physical landslide
'477001550104391680',Thu Jun 12 08:16:46 +0000 2014,RedacT4G,2376803754,fr,NA,NA,Lego Batman 3: Au dela de Gotham prÌ©sente ses amis dans une avalanche de screenshots. http://t.co/q6u6bO0ezX http://t.co/NpEEFT2lMQ,https://twitter.com/RedacT4G/status/477001550104391680,Not physical landslide
'477002431788625920',Thu Jun 12 08:20:16 +0000 2014,KuraudoxStrife,2368420898,en,NA,NA,"Cloud helps AVALANCHE attack the Sector 1 Reactor on December 9th, and the mission is a success.",https://twitter.com/KuraudoxStrife/status/477002431788625920,Not physical landslide
'477003568005013504',Thu Jun 12 08:24:47 +0000 2014,reggionelweb,480798061,it,NA,NA,"Frana di Vetto, ""Necessaria soluzione urgente"" Sopralluogo della Provincia dove Ì¬ avvenuta la frana. http://t.co/Vr84GxZRGc",https://twitter.com/reggionelweb/status/477003568005013504,Physical landslide
'477004463002365952',Thu Jun 12 08:28:20 +0000 2014,SDotJR_,29680362,en,NA,NA,Coz we all got opinions and right here? Its opinions avalanche.,https://twitter.com/SDotJR_/status/477004463002365952,Not physical landslide
'477004481243017216',Thu Jun 12 08:28:25 +0000 2014,iEveCanada,27590156,en,NA,NA,#5: Swiss Legend Men's 21368-YG-01 Avalanche Analog Display Swiss Quartz Black Watch: Swiss Legend Men's 21368... http://t.co/LR2qUBzpfs,https://twitter.com/iEveCanada/status/477004481243017216,Not physical landslide
'477004928414527488',Thu Jun 12 08:30:11 +0000 2014,NHL_USA,2255358168,en,NA,NA,COLORADO AVALANCHE 2013-14 Totally Certified Hockey 1Box Break cleveland - http://t.co/LQIB0D9Tev http://t.co/Ee1pP1nX0u,https://twitter.com/NHL_USA/status/477004928414527488,Not physical landslide
'477004936006230016',Thu Jun 12 08:30:13 +0000 2014,OurAvalanche,2533033201,it,NA,NA,COLORADO AVALANCHE 2013-14 Totally ... - http://t.co/SusX23yQXg - http://t.co/PWjcGlvdau http://t.co/8LLSSPI2yY,https://twitter.com/OurAvalanche/status/477004936006230016,Not physical landslide
'477005577500246016',Thu Jun 12 08:32:46 +0000 2014,KrissyXPorn,2212654645,it,NA,NA,Avalanche de sperme pour Brianna #porno #xxx #sex  - http://t.co/Wworgxb0ob,https://twitter.com/KrissyXPorn/status/477005577500246016,Not physical landslide
'477005960293388288',Thu Jun 12 08:34:17 +0000 2014,AddictedToMessi,1123705352,en,NA,NA,"If you could buy any car right now, what would you buy? ‰ÛÓ Avalanche!! http://t.co/PVHL33kxQR",https://twitter.com/AddictedToMessi/status/477005960293388288,Not physical landslide
'477013230091767809',Thu Jun 12 09:03:11 +0000 2014,Avalanchefans10,2557272998,fr,NA,NA,"Mr. Magoos, Puckerface, and Developing Expert Intuition in Avalanche Terrain - http://t.co/LGJanyPRqm #Avalanche",https://twitter.com/Avalanchefans10/status/477013230091767809,Not physical landslide
'477014166742392832',Thu Jun 12 09:06:54 +0000 2014,Lewis13James,1415419621,en,NA,NA,alex tanguay out indefinitely for avalanche with knee injury | open topix http://t.co/rGCAc8AEse,https://twitter.com/Lewis13James/status/477014166742392832,Not physical landslide
'477014382204186624',Thu Jun 12 09:07:45 +0000 2014,HunterPlease_,1973286140,en,NA,NA,@NASCAR @voltage_ze @espn @USLacrosse @Jagentay @Avalanche @ussoccer @nfl @Sawcasm @NBA @NHL @MLB @ufc knit me a sweater?,https://twitter.com/HunterPlease_/status/477014382204186624,Not physical landslide
