text,disaster_type
"@MestrLoudermilk I think it goes against not praying to be seen. I'm ok with something like ""praying for nepal"" ""join me in praying for...""",earthquake
RT @Khunnie0624: We are here for you Nepal. Stay strong! https://t.co/IP4q9fQSH8,earthquake
RT @Muslim_Ahmadi_: In the name of #NepalQuakeRelief Pakistan sending beef masala to #Nepal. That's a big news being circulated in Indian mâ¦,earthquake
RT @hsalve: First Yemen then Nepal. Proud of my government which is there for Indians and other humans in distress. We always lamented thatâ¦,earthquake
RT @SKatiyarBJP: Proud moment for all of us and a grand #Salute2IndianForces for their rescue and rehabilitation efforts in Nepal. @ani30ocâ¦,earthquake
Emergency Contact Details for #Expats in #Nepal | AngloINFO World: #Expat Life http://t.co/ig0p0rZ571 @FCOtravel,earthquake
3Novices:Nepal Earthquake: US Lawmakers Introduce Special Status Bill for Victims http://t.co/OOjDdgulqP Two US lawmakers have introducedâ¦,earthquake
Deeply sadden with what has happened in Nepal ! We need more ambassadors of Christ before our God to pray for this nation constantly!,earthquake
RT @ElisabethGee_23: please #PrayForNepal http://t.co/pvbKqG2EPX,earthquake
"""@ishaantharoor: Nepal's other disaster: Its politics http://t.co/8hz23ZF9OA https://t.co/eqMHCNqAi3""",earthquake
Proud of my Israel #NepalQuakeRelief https://t.co/Jl9JtErm6W á½¤Fá½¤Fá½¤F,earthquake
RT @III_Research: Nepal Earthquake Losses Could Top $2 Billion; Little Insurance Coverage http://t.co/CPgqzbzFrI,earthquake
"RT @ChristchurchCC: Mayor @LianneDalziel is asking #CHCH residents to dig deep for #Nepal. ""...our time to return the generosity.. http://tâ¦",earthquake
"RT @NPRrussell: The death toll from Saturday's earthquake in Nepal continues to rise: 5,693 dead and 11,538 injured. @NEoCOfficial",earthquake
Google-News- Nepal earthquake: Hopes fade for survivors; 180 rescued on Mount Everestâ¦ http://t.co/rzDUOiUCiz,earthquake
RT @BBCSanjoyM: 15 yr old quake survivor ate clarified butter and drank water dripping from a wet cloth - drs say he is in a good conditionâ¦,earthquake
"RT @XHNews: Breaking: Death toll from Nepal earthquake surpasses 1,800, over 4,700 injured -- Home Ministry #NepalEarthquake http://t.co/snâ¦",earthquake
"New: Nepal earthquake: death toll climbs past 4,000 with many more missing â rolling report http://t.co/AeHxWbQ8J1 #follow Go to â¦ world_â¦",earthquake
RT @Chopsyturvey: 20000 RSS swayamsewaks heading to Nepal by road to assist in rescue-relief operations. @MrsGandhi Great. Salute everyone â¦,earthquake
RT @ibnlive: BREAKING | Emergency declared in Nepal after massive #NepalQuake kills over 700 people LIVE: http://t.co/nAGJZvxOXM http://t.câ¦,earthquake
Horrid to see destruction of Nepal's heritage buildings: Amitabh Bachchan: Amitabh Bachchan has mourned the lo... http://t.co/msNHjVgyga,earthquake
RT @MaherZains: What to do during #earthquake! Plz Retweet #Nepal #NepalEarthquake  #NepalQuakeRelief http://t.co/EsD9lAa5EK,earthquake
RT @spmrfoundation: India assisted in evacuation of 170 nationals frm 15 countries frm Nepal via commrcial &amp; IAF aircraft @anirbanganguly hâ¦,earthquake
RT @itvnews: Desperate for food and help: @markaustinitv on the #NepalEarthquake chaotic recovery operation http://t.co/P8CBwEZzVu http://tâ¦,earthquake
RT @CMofKarnataka: Devastated to hear about earthquake in Nepal &amp; North India. Our Govt has set up a helpline. Call 1070/  080-22340676/220â¦,earthquake
Less focus on Baltimore and more on Nepal.,earthquake
"@samratzz We will be posting relief jobs soon for the #Nepal response. Once they're up, read more and apply if qualified!",earthquake
"RT @tech2eets: #Google, #Facebook join Red Cross to find thousands missing after Nepal quake http://t.co/a28AUcoGe0 http://t.co/2zxUdVLBPm",earthquake
Nepal quake: Quake deals heavy blow to Nepal's rich cultural heritage: KATHMANDU (AFP): Reduced to pile... http://t.co/4InAy0ADFF #JDT01,earthquake
"'Massive' Earthquake In Nepal Kills Over 1,800 http://t.co/xkxjrTzrHG",earthquake
RT @CBCAlerts: From a CBC camera operator on the ground in Nepal:  https://t.co/CYP55WCDLy,earthquake
RT @GundrukPost: A 53-member Bhutanese team arriving tomorrow to #SupportNepal. Thank You Bhutan. @gasebtandin #Bhutan #NepalQuake http://tâ¦,earthquake
"RT @NST_Online: Nepalese Home Ministry says quake death toll has reached 1,805. #BreakingNews #NepalEarthquake #nst170 http://t.co/hmJoov6Fâ¦",earthquake
"RT @SalSuave: For those who don't know, a devastating earthquake hit Nepal. Please click the link for the relief fund. https://t.co/ToMS1rBâ¦",earthquake
"Scott, if u love travel and adventure my novel will take u to Thailand Nepal &amp; India @ â¦ http://t.co/B39lr6uKoi",earthquake
"RT @JantaKaReporter: Rain stops, rescue operations resume in #Kathmandu. #NepalEarthquake",earthquake
2600 people died in earthquake in nepal. http://t.co/IDPTNO5M4K,earthquake
"RT @AdamLBarnett: 3,617 killed in Nepal. Protests &amp; riots in Baltimore. 88,175 worldwide abortions. FBI predicts ISIS attack in USA.  Peoplâ¦",earthquake
RT @facebook: Thousands of Nepal earthquake survivors need our help. Donate now and Facebook will match your donation. http://t.co/KuSlClIaâ¦,earthquake
RT @ShivAroor: Great. The Army has provided free dedicated phone exchanges for its Gurkha soldiers who want to speak to their families in Nâ¦,earthquake
"#Rescuers struggle to reach villages as death toll from #Nepal #earthquake hits 3,600 http://t.co/Q8PElfplzl",earthquake
"74 Stranded Nepal Tourists Return to City in Special Flight: With relief writ large on their faces, 74 passengers, who were stranded ...",earthquake
"RT @muns2177: Compare Kashmir Floods &amp; #NepalEarthquake coverage by usual #Presstitutes 2200 have died,guess Hindu lives dont count http://â¦",earthquake
"RT @Nepal_RR: Kathmandu exodus may reach 300,000 as residents flee post-earthquake chaos http://t.co/1NYc4z7FVL",earthquake
RT @Ankitaaa_: #SGPC sent langar for over one lakh flood-victims of J&amp; K every day. Now sending to Nepal This is #SelflessService http://t.â¦,earthquake
RT @Karissa_dee_: My prayers go out to Nepal,earthquake
RT @KanchanGupta: Seven NDRF teams are on standby for short notice airlifting for rescue and relief #NepalEarthquake . Exemplary work by NDâ¦,earthquake
RT @mellberr: Â» http://t.co/TwO13lJl0L #Nepalearthquake Nepal earthquake State Dept IDs 2 Americans killed in Nepal quake; 2 others reporteâ¦,earthquake
OMG !!  VIDEO: 4-month-old baby rescued alive from debris in Nepal  CLICK here --&gt;&gt; http://t.co/T82TM2uBFp http://t.co/rTlMO6GogS ...#64,earthquake
"RT @TheTweetOfGod: If you're using the #NepalEarthquake as a religious-conversion opportunity, congratulations on climbing the Mt. Everest â¦",earthquake
"RT @tsbugg: After the #NepalEarthquake, a necessary gesture of power; 100,000 monks in prayer: http://t.co/TA1pgEniYW",earthquake
RT @TheScriptPt: The Script apoiam o Nepal http://t.co/NqyTqIOeTb via @weebly,earthquake
"Earthquake has shifted Kathmandu 10 feet closer to India, away from China. It was God's punishment to Nepal for cosying up to China?",earthquake
Photo: #SupportNepal in this time of need. #PrayforNepal to give them strength. #Himalaya #Nepal... http://t.co/GVDjD3X11x,earthquake
"RT @malaysiandaily: Nepal quake toll tops 5,000 as aid reaches epicenter area: PASLANG, Nepal (AP) â Aid reached a h... http://t.co/y1CAs8kâ¦",earthquake
RT @oxfamgb: We are preparing to help provide clean water and emergency food in Nepal. You can help: http://t.co/QwvzzE0Xmc http://t.co/LS8â¦,earthquake
RT @BDUTT: The ever-dependable heroism of our Armed Forces to the fore in Nepal. God Bless.,earthquake
"RT @TODAYonline: Sg to donate S$100,000 seed money to kick-start @SGRedCross appeal for donations http://t.co/Ow5uR1xXJf #NepalQuake http:/â¦",earthquake
RT @JaagAlerts: 2 PAF C-130 aircrafts carrying relief supplies reach quake-hit #Nepal http://t.co/RSXJucgiSm,earthquake
RT @MissionBJP4UP: Friends don't donate fund anywhere else except http://t.co/2MXvnr5cNZ as NGO's are using fund for anti national activitiâ¦,earthquake
Israelâs aid team to Nepal larger than any other countryâs http://t.co/hYXi3gCct6,earthquake
RT @reddimples45: @ntvkenya  The news has just picked up - 7.9 magnitude earthquake hit Nepal killing 150 people prophecy of more earthquakâ¦,earthquake
Photo: Nepalâs government ill-equipped to handle earthquake disaster Nepal earthquake #Nepalearthquake:... http://t.co/KBNNrKQmtC,earthquake
"Live: Earthquake in Nepal, north India â Day 5:   http://t.co/X7igFI4mzA",earthquake
"RT @kencampbell66: Nepal quake: Over 1,000 dead, history razed, Everest shaken http://t.co/1m4z4jGSGs via @AP http://t.co/R9hDmXCVm1",earthquake
The utterly amazing Joanna Lumley is heading up the @decappeal. Text DEC to 7000 to donate Â£5. #NepalQuake http://t.co/A9O4HhY1Jg,earthquake
#The Latest on #Nepal Quake Foreign Tourists out in the Cold  http://t.co/qXH2aUQaLy #GMT #military,earthquake
RT @pradeepdotco: Real Hero - Shesh Ghale announces 2 Crores for Earthquake Relief fund! #Earthquake #Nepal http://t.co/uQHHf0KDna,earthquake
"""Seventeen Bodies Found at Everest Base Camp, Official Says"" by REUTERS via NYT http://t.co/4iEABy6rrF",earthquake
RT @HDLindiaOrg: Bollywood #AdarshLiberal can bark only on #BeefBan &amp;Gaza but no words for #NepalEarthquake Victims. Bloody hypocrites. #Thâ¦,earthquake
An overwhelming sense of helplessness over Nepal is seeping in. Hope we can pick up the pieces soon.,earthquake
RT @aidselva: AID India at Chennai will run temporary collection centre for @goonj for #NepalQuakeRelief details http://t.co/kKXe6zvVIS,earthquake
@RKBB10 @NeelakshiGswm @kailashkaushik8 @kavita_krishnan Coz no payback..Nepal is a poor nation..money talks/ everything else walks,earthquake
RT @SadhguruJV: Hope the world responds to the needs of people of #Nepal and help to restore their heritage. -Sg (2/2),earthquake
".@xenia : Resilience means we need to have alternatives. Responses to #Ebola, #NepalEarthquake have been global.   #ACStrategy.",earthquake
"RT @HDLindiaOrg: Nepal slaughtered 2000 cows on 28-29 november 2014, human casualties in nepal approx 10000 !! 1 cow's life = 5 human beingâ¦",earthquake
RT @LokmanKarki: Iappeal every individual Nationally+Internationally 2comeforward &amp;contribute their bit in assisting victims of #NepalQuakeâ¦,earthquake
RT @PAKISTANI_313: PM NS telephoned his Nepalese Counter part and expresed deep sorrows over loss of humanity due to earthquake in Nepal htâ¦,earthquake
RT @youngthegiant: Prayers for those affected in Nepal,earthquake
RT @AmeriCares: #Nepal is a very poor country facing its worst #earthquake in decades. They desperately need your help now. #donate http://â¦,earthquake
We request each one of you to help Nepal earthquake survivors by donating generously. Your little support will... http://t.co/eFGrpV0VkY,earthquake
"RT @Kellenyoey: So proud that the Alpha Rho chapter of Sigma Pi was able to donate $1,000 today for the relief effort in #Nepal .",earthquake
"Dunno. Looks like the just ""landed"" to me... https://t.co/FBCeyf1U2A",earthquake
All this coverage on the rioting that is going on but not much on the earthquake in Nepal. Lets cover something actually meaningful for once,earthquake
Report from Ground Zero in Nepal by Bipin Kumar Singh http://t.co/94idOXxXLW,earthquake
"thinking of #Nepal. Photo taken from a trip in 2012. Sad to think this beautiful square, Patan, hasâ¦ https://t.co/E53SfEKes2",earthquake
RT @sureshsambandam: Massive earthquake in Nepal; tremors felt across North India: http://t.co/omIyvmKOGk,earthquake
"RT @PIB_India: Please retweet! Contact point for NGOs wanting to send #NepalQuakeRelief material: Col. Gupta, 8527892258, ritanu@yahoo.com â¦",earthquake
RT @KevinGlobalClub: Our hearts and prayers go out to everyone in Nepal and the other countries affected by the earthquake. God bless you aâ¦,earthquake
"RT @adgpi: Gen Dalbir Singh, COAS conveys his heartfelt condolences to the people of Nepal and assures full and speedy assistance in this hâ¦",earthquake
"Displaced Nepal quake survivor: Aftermath a ""living hell"": Amid fears of disease spreading in Kathmandu, thous... http://t.co/HTKqJ7zkdV",earthquake
"RT @bryanprincebks: Dear friends, Bryan has asked us to assure everyone that he is safe in Nepal. Our thoughts are with everyone affected bâ¦",earthquake
"RT @anubhavsinha: Need Help for Ram, my House Help for 15 years. Stuck 5 hours west of Kathmandu w/broken left hand and leg. (cont) http://â¦",earthquake
"T-Mobile makes calling &amp; texting Nepal free, waives bills to aid earthquake relief efforts http://t.co/l3rPJkaLrj",earthquake
RT @leessangsgfc: Charity Drive for Nepal   https://t.co/VesTXeubNj http://t.co/fUu1YdZfxt,earthquake
"'Shaken to the core': The earthquake in Nepal is Sunday's top story, with the papers highlighting missing Brit... http://t.co/Q5zZc0ffBY",earthquake
RT @jackthurston: Raising money for the victims of the Nepal earthquake @abergavennyRC member Tom Lovejoy will be Everesting the Tumble httâ¦,earthquake
"NY Times Covers Palestinian Harassment of Jews, But Blames Jews for Tensions http://t.co/4WJGtsCm5X",earthquake
"RT @AP: BREAKING: Death toll from Nepal earthquake tops 2,500.",earthquake
"RT @MrMikeMcRoberts: This amazing woman tells me she lost everything in the earthquake, and then offers me lunch. Humbling. #Nepal #3News hâ¦",earthquake
"RT @haaretzcom: Killing in #Gaza, saving in #Nepal: #Israel's moral hypocrisy â Gideon Levy http://t.co/pc1HQgHnIb http://t.co/ePQYSyejlI",earthquake
RT @DmitryLysenko3: .@quepaso1548 Lives may have been saved if #Nepal govt prepared people instead of funding animal sacrifice #Gadhimai htâ¦,earthquake
@SushmaSwaraj @PMOIndia can you issue a list of people who have landed in India from Nepal,earthquake
"RT @BBCBreaking: Boy, 15, found alive in rubble in Kathmandu, five days after Nepal earthquake  http://t.co/pkwoZPl5hq",earthquake
My friend is in Red Cross and currently in Nepal helping out the locals. The locals are staying strong and smiling. http://t.co/mXoPPNM30B,earthquake
RT @RareHistorical: Pashupatinath Temple is the holiest Hindu pilgrimage destination in Nepal is a World Heritage Site. AD 400-AD 879. httpâ¦,earthquake
Facebook Safety Check connects those affected by devastating Nepal earthquake As Nepal exp http://t.co/QKXr3eFVcf,earthquake
42 aftershocks have rattled Nepal since massiveÂ earthquake http://t.co/cdFCdpFsdu,earthquake
"RT @WHO: There are well documented risks for relief workers, affected populations in the aftermath of natural disasters like #NepalEarthquaâ¦",earthquake
RT  Maxamed MohaBiG : Let me look for some drone footage of Nepal.,earthquake
@SacramentoInfo Thank you for re-tweeting a way to help the Nepal Quake victims.,earthquake
RT @shujagandhi: Our credit taking operation on social media is more intensive than rescue operation in Nepal.#ThankUArmy,earthquake
"RT @DynResearch: Nepal Telecom survives 7.8 earthquake, while smaller ISPs suffer outages http://t.co/qAJYxT9hE7 http://t.co/0f6R3r0DOW",earthquake
Givealittle - Help Nepal: Donate Now http://t.co/OlDVb2DOoB,earthquake
Two Ways You Can Join Nepal's Earthquake Relief Effort From a Computer  #technews http://t.co/7dE7xpVKit,earthquake
"BREAKING | 6.9 earthquake, epicenter in Nepal; Fresh tremors felt across NCR and north India as well #NepalQuake",earthquake
Heartful condolences for all those who got affected by the #earthquake. Pls be safe people as fresh tremors have been felt again in #Nepal,earthquake
RT @ChildFundAU: Help children and families devastated by #NepalEarthquake by raising funds with your friends and family http://t.co/Z9Dg4Hâ¦,earthquake
RT @usaid_india: Pls. RT: Great primer from @USAID on how to help and stay informed on #NepalQuake: http://t.co/LvqpXJLmWSâ @USAndIndia @USâ¦,earthquake
"RT @Skype: In light of the tragic events in Nepal, all Skype calls to landlines &amp; mobiles in &amp; out of Nepal are free. More: [http://t.co/pzâ¦",earthquake
RT @Caspar_Lee: Devastating news. Thoughts are with everyone involved. #NepalEarthquake,earthquake
Tragedy in Nepal reminded my of going to Everest Base Camp with this guy Chris - I filmed lots of this! https://t.co/8L0T720y5s,earthquake
RT @noconversion: India offered $1 Billion loan help $10+ Mil as aid  US offer $1M as aid  + Army of Missionaries   #SoulVultures  http://tâ¦,earthquake
RT @meganbata: Praying for everyone in Nepal...,earthquake
Delaware pair to join efforts in Nepal as relief pours in http://t.co/lLrfg5ZBKW,earthquake
Woman pulled alive from wreckage after Nepal quake http://t.co/naL9B0pL7F #Nigeria #News,earthquake
RT @BBCScotlandNews: Scots listed missing after the #NepalEarthquake have been making contact with their families http://t.co/gRsC4Pjq3X htâ¦,earthquake
@bjp_haryana take a cue frm Nepal earthquake and ponder over ur stupid ass decision 4 suggstng aravali green cover doesn't fall under forest,earthquake
RT @HumanityUnited: We are with the people of #Nepal as they struggle to cope with Saturday's #earthquake http://t.co/aq4yLQtZRE,earthquake
RT @anooppr: @bengalkatlady @_PixieStyx_ @fabfrankiee Nepal landmarks: Before and after the earthquake: http://t.co/byFoK9IQaQ #PrayForNepal,earthquake
Pray for Nepal #RightNow #PrayForNepal https://t.co/l3Il44RLXs,earthquake
"#Earthquake #Sismo M 4.2 - 35km SE of Lamjung, Nepal: DYFI? - IIITime2015-04-30 00:37:11 UTC2015-04-30 06:22:1... http://t.co/pESuBmlwAx",earthquake
RT @humanityfirstuk: Delegation incl Seema Malhotra MP came to see off our #medical team at Heathrow tonight on their way to Kathmandu httpâ¦,earthquake
"RT @WSJ: Watch aerial footage from the Gorkha district, the epicenter of the Nepal earthquake: http://t.co/tUo9f6LpPx",earthquake
Free app today!  &gt;&gt;&gt;&gt;&gt; Add hit songs to your video  http://t.co/JaBlg24mNy #Nepal,earthquake
"Briton among Nepal earthquake dead: Victim, who was confirmed dead after searches by diplomatic staff, n... http://t.co/yoWn6zmd2v (GUA)",earthquake
Unicef+SMS+Appeal http://t.co/DllgTsiyLG via @@unicef_uk Please donate. Text NEPAL to 70123 Â£5,earthquake
International rescue teams on their way to Nepal http://t.co/JSxsPy23uQ #casper #cheyenne #denver #billings #rapidcity #seattle #Jackson,earthquake
RT @FCBarcelona: A minute's silence is observed in memory of the victims of the earthquake in Nepal #FCBGetafe #FCBlive,earthquake
"RT @MEAIndia: #IndiaWithNepal 8 Tonnes of Baby food and skimmed milk, 6 Tonnes of Medicines, 2 Tonnes of biscuits in other material http://â¦",earthquake
RT @SpokespersonMoD: #NepalEarthquake ..IAF's Helicopter effort-Cumulative task achieved: 624 people evacuated.. http://t.co/vhQA0H7U3u,earthquake
"If you are looking for your missing family or friends post #NepalEarthquake, then please send us their photos &amp; contact details. #Nepal",earthquake
RT @AnupKaphle: #Nepal army rescued a 4-month old baby from the rubble in Bhaktapur after the earthquake. (via Radio Express 88.4 FM) http:â¦,earthquake
RT @BDUTT: Full marks to @narendramodi @MEAIndia @SushmaSwaraj for stepping in with urgency and humaneness #NepalEarthquake,earthquake
Send them some uranium. https://t.co/lRHuACDhsx,earthquake
"RT @AdamSmith_USA: A 7.8 magnitude earthquake rocked Nepal this morning, claiming 900 lives. The aftermath is devastating. http://t.co/b1tlâ¦",earthquake
Donate to the Nepal Earthquake Appeal http://t.co/dqiFHk8WP4,earthquake
"Quick comparison with seismic prediction looks good: no surface slip, rupture to east, 1+m max surface displacement  https://t.co/suQky86Isa",earthquake
RT @TorreySmithWR: Prayers up for the folks in Nepal,earthquake
RT @singlaneeraj261: Earthquake in nepal is very shocking for all; #MSGHelpEarthquakeVictims we pray Guruji to send Green S there as well,earthquake
Nepal Government Contributes 1 billion to PM Relief Fund,earthquake
DHL is the best https://t.co/U6u7kubzpQ,earthquake
"#NewsToday #News Nepal quake relief drive intensifies: Rescue efforts in Nepal intensify after more than 1,300...  http://t.co/xW2aGDw5AR",earthquake
RT @MicrosoftASIA: Our thoughts and prayers are with all of those impacted by the earthquake in #Nepal and their friends and family at thisâ¦,earthquake
Israel An Early Responder to Nepal Earthquake | Washington Free Beacon http://t.co/ctGWb3L2c0,earthquake
RT @MEAIndia: MEA opens 24 hour Control Room for queries regarding tragic #NepalEarthquake. Numbers:  +91 11 2301 2113 +91 11 2301 4104 +91â¦,earthquake
RT @BBCBreaking: Woman pulled alive from #NepalEarthquake rubble after more than 5 days trapped alongside bodies in Kathmandu http://t.co/Sâ¦,earthquake
RT @soompi: Figure Skater #KimYuna Donates to Help Young Victims of #NepalEarthquake http://t.co/smuYApbIGJ #PrayForNepal http://t.co/7f7Meâ¦,earthquake
RT @SpokespersonMoD: #NepalEarthquake Arrival of stranded Indians from Kathmandu at Palam by C-17 of IAF in the wee hours-2 http://t.co/Mljâ¦,earthquake
VA - Pray For  Nepal Free Ã¡lbum with Donation avalaible all donations Will go to support the people who need on... http://t.co/RmsRr8FJMi,earthquake
@HeartNews Nepal earthquake Death toll rises above 3500 http://t.co/ipYUNrHJtG,earthquake
RT @IDFSpokesperson: Our team has landed in #Nepal &amp; is assessing damage. We are determined to assist people affected by the #NepalQuake. hâ¦,earthquake
RT @animalssworld: 10 thing about why earth quak come  in nepal click here.... http://t.co/wLe441Whs9,earthquake
"Nepal shaken by deadly earthquake: LATEST: Death toll tops 1,800 Google exec among at least 13 killed in avala... http://t.co/bGTX6U1gM0",earthquake
"At least 2,263 people dead in the #NepalEarthquake...  My heart goes out to their families and the people of Nepal",earthquake
I am very scare about earthquake and pray for Nepal to god I felt yesterday little but horrible earthquake God please save us,earthquake
RT @AstroTerry: A time lapse of the Kathmandu area. https://t.co/0Ivjw3BDGa,earthquake
RT @Slate: A 7.8-magnitude earthquake has struck Nepal killing at least 906 people: http://t.co/XmnOpTodUY #NepalEarthquake http://t.co/h0sâ¦,earthquake
The beautiful #Patan Durbar square as I captured it just a few days ago. What a shame! #Nepal #earthquake http://t.co/G4WBpDpWJm,earthquake
Please take a moment or more out of your day today and pray for Nepal. â¤ï¸ http://t.co/O1pcgiJRUZ,earthquake
RT @sambitswaraj: Extremely Heart Wrecking to learn that more than 100 People are dead in Nepal ..May their Souls rest in Peace #earthquakeâ¦,earthquake
My heart goes out to all in Nepal and those who lost their lives may rest in peace. #NepalEarthquake,earthquake
RT @mcgregor_ewan: Please help children in danger in #Nepal. If your in the UK please Text NEPAL to 70123 to donate Â£5. Thanks. @UNICEF_uk,earthquake
RT @cnnbrk: Nepal quake death toll almost at 800 now. Witnesses say people are confused and scared. http://t.co/TKBlea28QD http://t.co/AoSiâ¦,earthquake
ACT Lepas Tim Global Action ke Nepal http://t.co/u5CUhzVhVn,earthquake
"Nepal earthquake death toll climbs to 1896, massive rescue efforts on as ... - Hindustan Times: Hindustan Time... http://t.co/OvpIb45aBK",earthquake
RT @dipakbhattarai: Hundreds of people getting treatment outside of Teaching hospital #earthquake  #nepal http://t.co/wHv1w2kToe,earthquake
RT @marjory_egan: 1400 killed in a Magnitude 7.9 earthquake in Nepal: USGS http://t.co/5nfF4IW7qv #Irantalks #google #Mumbai,earthquake
RT @iVoteForBest: #ModiMinistry Up to 250 missing after avalanche hits Nepal trekking route http://t.co/NKxsMpXxJU,earthquake
"RT @OCHAAsiaPac: #NepalQuake: People in line for water distributions. 4.2 mil urgently need water, sanitation and health services. http://tâ¦",earthquake
"RT @AnupKaphle: Everyone trying to call #Nepal, please use Viber, WhatsApp and Text Messages. Calling landline is creating congestion, not â¦",earthquake
@firmenanzeige 'Most Nepal troops' in quake effort,earthquake
RT @ynetnews: Seven Israelis rescued from Nepal-Tibet border area - http://t.co/XgwTxIae7K,earthquake
Jockeying for good will: China and India rush to Nepal's aid in wake of quake: BEIJING (AP) -- Wedged between ... http://t.co/KzYSPf46Le,earthquake
RT @BayFitness: The yoga Nepal fundraiser is on. Tag team yoga. 3-5 teachers on Croyde beach. Donations to Nepal. Bank holiday Monday 11am â¦,earthquake
RT @HuffPostUKPics: Devastating aftermath of #NepalEarthquake laid bare in before and after sliders http://t.co/oUOcrL9wYi http://t.co/16mCâ¦,earthquake
"RT @kundadixit: Most new high rises in #Kathmandu ok, old buildings down. Temples reduced to rubble.",earthquake
Nepal Earthquake Kills Over 1800 People; More Than 40 Dead in India,earthquake
RT @anupamtr: Sad! Appalling! Disgraceful!! #Missionaries trying to 'harvest souls' even in such tragic times of #NepalEarthquake http://t.â¦,earthquake
RT @LokmanKarki: CIAA is with Govt &amp; ppl in humanitarian mission of Rescue+Relief to share+relieve tears/sorrows caused by #NepalQuake httpâ¦,earthquake
RT @BBCSanjoyM: Huge cheers as 15 yr old Pemba Lama brought out of the rubble - rescuers used heavy equipment even a car jack. #NepalEarthqâ¦,earthquake
Donating âGabbar Is Backâ earnings for Nepal not my call: Akshay. CLICK HERE--&gt; http://t.co/EL1bxlhx6u ...#87,earthquake
IHH Search and Rescue Team has begun work in earthquake-hit Nepal. http://t.co/7cYzF86cq2,earthquake
RT @SirJadeja: More than 1500 people have already died in #NepalEarthquake This is a monstrous calamity. #PrayersForNepal,earthquake
RT @rahulkanwal: Here's my ground report on #NDRF rescue operations in Kathmandu. Do see the excellent work our teams are doing http://t.coâ¦,earthquake
"RT @SushmaSwaraj: Pl RT Indian Embassy in Kathmandu Helplines no.s : +977 9851107021, 9851135141",earthquake
Tibetan spiritual leader Dalai Lama saddened over Nepal quake http://t.co/tjIA1PYx7T #NationalNews ZeeNews,earthquake
RT @MEAIndia: #NepalEarthquake Round the clock Control Room of Indian Consulate in Birgunj active with following numbers:  +977-51-532244 +â¦,earthquake
RT @decappeal: 5.3m people affected by #NepalQuake. Please give and help them &gt;&gt; http://t.co/r3o1X0I5Wd,earthquake
RT @feistyfari: To all those who reach to preach! #NepalEarthquake  https://t.co/AHm8UYVIN9,earthquake
RT @katyperry: My heart breaks w/the rising death toll from the #NepalEarthquake PLEASE help @UNICEF help children+families affected http:/â¦,earthquake
No Time to Lose: Global Response to Nepal Quake Gears Up: No time to lose: Global response to Nepal earthquake... http://t.co/OzcoKghXsf,earthquake
RT @unfoundation: [UPDATED] Support the @UN Humanitarian Response in Nepal http://t.co/60EztuRokG,earthquake
"Cong Appreciates Central Govt for efficiently helping ppl of Nepal and Indians stuck in Nepal, appeals PM 4 precautions in Delhi @abpnewstv",earthquake
RT @JohnLegere: The earthquake in Nepal is heartbreaking. Starting today all calls and texts to Nepal are free of charge on @TMobile. http:â¦,earthquake
RT @yv5venet: Nepal earthquake report: The rescue and recovery work is continuing after the devastating 7.8 on the... http://t.co/65Ell3ih4â¦,earthquake
"RT @BishopJakes: My heart is broken over the loss of 1400 people in Nepal, death of Freddie Gray, beheading of Coptic Christians n Libya. Wâ¦",earthquake
Nepal's airport reopens fr rescue operations... Thank god .. #NepalEarthquake #NepalQuakeRelief,earthquake
BBC News - Nepal earthquake: Brothers from Wales missing http://t.co/BITrewdxiI,earthquake
RT @SushmaSwaraj: Twitter handle of Indian Embassy in Kathmandu is : @eoiktmnp,earthquake
RT @SimonCowell: I was just woken up to hear about Nepal. Tragedy. My heart goes out to the families.,earthquake
time for political parties deploy their cadre in disaster relief &amp; show humanity #NepalEarthquake @brb_laaldhwoj @ramsmahat @MishraRabindra,earthquake
RT @boredpanda: 4-Month-Old Baby Trapped For 22 Hours In Nepal Earthquake Rubble Finally Rescued (7 pics): http://t.co/D7cjVyViuY http://t.â¦,earthquake
@BBCSanjoyM really hope the operation to rescue the kid be successful. PRAYERS #NepalEarthquake,earthquake
RT @ChesterChron: Firefighters from #Chester &amp; #Winsford fly to Nepal to help with earthquake rescue mission http://t.co/EqQV7xOBZ0 http://â¦,earthquake
RT @ZhaScumbag: We pray for the beautiful people &amp; nation of nepal. For those injured &amp; those who lost loved ones. #PrayForNepal http://t.câ¦,earthquake
Update from @KTMLivingLabs from #Nepal for #NepalEarthquake: http://t.co/8TFqvfz0El. #SMS is live: Ncell: 9802017413 or NTC: 9860782874,earthquake
"RT @ibnlive: #NepalQuake | 24-hr control room in MEA, Nepal thanks India for assistance http://t.co/l9Ea8Z66rm http://t.co/GJZFFYcel2",earthquake
So devastating the amount of deaths in Nepal due to the earthquakeá½4á½¢5 #prayfornepal,earthquake
VIDEO: DEC Nepal appeal raises over Â£19m http://t.co/TVRVrBZkTG #EverdonBDC,earthquake
"RT @danepatel: Kudos indianarmy, rss, swamiramdev nd #MEAatWork all of prove #IndiaWithNepal http://t.co/nK2cHZt7sH",earthquake
RT @allsish: And.......another heart touching photo :'( :( :( :'( #NepalQuake #NepalEarthquake http://t.co/NhgRRHSgNZ,earthquake
Non-profits n donors: Make sure you select credible local partners n that you enforce strict anti-corruption mechanism.  #NepalQuake,earthquake
